No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,wd,WSPM,AQI,AQI_Category
4350.0,2013.0,8.0,29.0,5.0,13.0,13.0,1.0,52.0,400.0,20.0,22.9,991.8,10.7,SSE,2.2,65.0,Satisfactory
4351.0,2013.0,8.0,29.0,6.0,,51.0,,45.0,400.0,17.0,24.1,992.4,10.0,WnW,2.9,56.0,Satisfactory
4352.0,2013.0,8.0,29.0,7.0,13.0,51.0,17.0,46.0,500.0,16.0,25.4,992.6,10.0,Nw,3.4,57.0,Satisfactory
4353.0,2013.0,8.0,29.0,8.0,12.0,,18.0,35.0,400.0,32.0,26.1,,10.7,Wsw,5.4,57.0,Satisfactory
4354.0,2013.0,8.0,29.0,9.0,10.0,48.0,12.0,23.0,400.0,,26.8,992.7,12.8,Sw,5.0,48.0,Good
4355.0,2013.0,8.0,29.0,10.0,10.0,40.0,225.2858820025741,,300.0,54.0,25.8,993.6,11.5,E,3.7,54.0,Satisfactory
4356.0,2013.0,8.0,29.0,11.0,6.0,927.1583997670172,,10.0,,66.0,25.1,994.4,10.2,WNW,3.7,66.0,Satisfactory
4357.0,2013.0,8.0,29.0,12.0,,7.0,,7.0,300.0,72.0,26.2,994.7,9.5,WNW,5.1,72.0,Satisfactory
4358.0,2013.0,8.0,29.0,13.0,3.0,8.0,4.0,9.0,300.0,72.0,26.5,995.0,10.2,ESE,5.6,72.0,Satisfactory
4359.0,2013.0,8.0,29.0,7.0,4.0,17.0,225.2858820025741,13.0,300.0,68.0,25.5,995.5,10.5,nnw,2.9,68.0,Satisfactory
4360.0,2016.0,8.0,29.0,15.0,6.0,22.0,7.0,13.0,300.0,66.0,25.0,996.2,9.7,WSW,4.4,66.0,Satisfactory
4361.0,2013.0,8.0,29.0,16.0,7.0,13.0,6.0,10.0,-1392.0460264630833,,25.2,996.5,9.9,ssw,6.1,65.0,Satisfactory
4362.0,2013.0,8.0,29.0,17.0,3.0,15.0,,11.0,300.0,59.0,23.5,996.9,9.8,E,4.0,59.0,Satisfactory
4363.0,2013.0,8.0,29.0,18.0,10.0,23.0,8.0,22.0,400.0,,22.9,997.0,10.3,WsW,1.5,43.0,Good
4364.0,2013.0,8.0,29.0,19.0,9.0,21.0,7.0,22.0,400.0,-69.59401846428396,21.6,998.0,11.3,nne,1.3,40.0,Good
4365.0,2013.0,8.0,29.0,20.0,9.0,,7.0,25.0,400.0,,20.5,998.7,12.5,nnw,1.0,31.0,Good
4366.0,2013.0,8.0,29.0,21.0,12.0,26.0,,22.0,,,21.0,999.4,12.2,NW,0.7,30.0,Good
4367.0,2013.0,8.0,29.0,22.0,11.0,28.0,9.0,25.0,400.0,29.0,21.2,1000.1,12.3,NNW,1.2,31.0,Good
4368.0,2013.0,8.0,29.0,23.0,15.0,,,26.0,400.0,24.0,20.9,1001.3,12.3,E,1.4,32.0,Good
4369.0,2013.0,8.0,30.0,0.0,,12.0,1.0,,300.0,58.0,20.5,,11.1,Wsw,1.3,58.0,Satisfactory
4370.0,2013.0,8.0,30.0,1.0,3.0,,5.0,,200.0,63.0,19.5,1002.6,11.8,SsW,,63.0,Satisfactory
4371.0,2013.0,8.0,30.0,2.0,3.0,6.0,5.0,,200.0,68.0,,1003.0,12.8,nnw,2.7,68.0,Satisfactory
4372.0,2013.0,8.0,30.0,3.0,3.0,,4.0,,300.0,,,1003.2,12.6,NNE,0.9,61.0,Satisfactory
4373.0,2013.0,8.0,30.0,4.0,8.0,25.0,6.0,14.0,12165.106651990933,37.0,17.7,1003.4,13.0,Nne,1.1,37.0,Good
4374.0,2013.0,8.0,30.0,5.0,4.0,7.0,3.0,339.3900335658202,300.0,46.0,17.8,1004.3,12.5,SW,0.0,46.0,Good
4375.0,2013.0,7.0,30.0,6.0,-86.80151781696924,6.0,6.0,7.0,300.0,38.0,18.4,1004.8,12.6,Se,0.6,38.0,Good
4376.0,2013.0,8.0,30.0,7.0,5.0,,6.0,13.0,300.0,32.0,21.6,1005.1,12.4,W,1.6,32.0,Good
4377.0,2013.0,8.0,30.0,8.0,,6.0,5.0,11.0,400.0,35.0,22.3,1005.4,10.4,Wsw,2.3,35.0,Good
4378.0,2013.0,8.0,30.0,9.0,,6.0,4.0,6.0,300.0,46.0,,1005.3,10.1,W,3.3,46.0,Good
4379.0,2013.0,8.0,30.0,10.0,3.0,6.0,2.0,4.0,300.0,54.0,24.9,1004.7,9.6,N,,54.0,Satisfactory
4380.0,2013.0,8.0,30.0,11.0,3.0,6.0,2.0,6.0,300.0,58.0,25.3,1110.0343441122984,7.4,NnW,3.2,58.0,Satisfactory
4381.0,2013.0,8.0,30.0,12.0,8.0,8.0,6.0,6.0,300.0,63.0,26.2,1003.2,7.7,n,2.4,63.0,Satisfactory
4382.0,2013.0,8.0,8.0,13.0,12.0,12.0,5.0,7.0,300.0,70.0,27.3,1002.5,8.2,WNW,3.3,70.0,Satisfactory
4383.0,2013.0,8.0,30.0,14.0,8.0,8.0,3.0,6.0,,75.0,127.27654148446612,1001.6,8.0,sw,1.6,75.0,Satisfactory
4384.0,2013.0,7.0,30.0,15.0,14.0,,6.0,9.0,300.0,80.0,28.0,1001.4,8.3,Nnw,3.8,80.0,Satisfactory
4385.0,2016.0,8.0,30.0,16.0,15.0,22.0,11.0,14.0,,80.0,28.1,1001.1,8.4,sw,3.4,80.0,Satisfactory
4386.0,2013.0,8.0,30.0,7.0,14.0,21.0,11.0,,300.0,78.0,27.5,1001.0,8.4,S,1.6,78.0,Satisfactory
4387.0,2013.0,8.0,30.0,18.0,11.0,,11.0,26.0,400.0,64.0,24.9,1001.4,8.0,NE,1.3,64.0,Satisfactory
4388.0,2013.0,8.0,8.0,19.0,14.0,53.0,9.0,,400.0,51.0,127.27654148446612,1002.4,10.9,ese,1.1,53.0,Satisfactory
4389.0,2013.0,8.0,30.0,20.0,16.0,-112.54314882272872,8.0,24.0,-1392.0460264630833,53.0,21.2,1002.8,,SsE,,53.0,Satisfactory
4390.0,2013.0,8.0,30.0,21.0,16.0,27.0,7.0,20.0,400.0,42.0,19.6,1003.2,10.8,Ene,1.1,42.0,Good
4391.0,2013.0,8.0,30.0,22.0,11.0,18.0,6.0,18.0,,41.0,18.3,1003.6,,N,0.6,41.0,Good
4392.0,2013.0,8.0,30.0,23.0,7.0,19.0,5.0,25.0,300.0,33.0,17.9,1003.8,11.2,ne,0.6,33.0,Good
4393.0,2013.0,8.0,31.0,0.0,6.0,12.0,-19.479077724030905,18.0,,38.0,17.2,1003.3,11.5,NNE,0.1,38.0,Good
4394.0,2013.0,8.0,31.0,1.0,-86.80151781696924,6.0,5.0,36.0,300.0,23.0,17.5,1003.2,11.1,EnE,1.1,45.0,Good
4395.0,2013.0,8.0,31.0,2.0,3.0,7.0,-19.479077724030905,40.0,300.0,22.0,127.27654148446612,1003.2,11.0,SsW,0.5,50.0,Good
4396.0,2013.0,7.0,31.0,3.0,795.6315748313708,,8.0,27.0,300.0,,127.27654148446612,1003.1,9.9,WNW,1.4,36.0,Good
4397.0,2013.0,8.0,31.0,4.0,14.0,38.0,12.0,27.0,,36.0,,1003.5,9.9,NNE,1.2,38.0,Good
4398.0,2013.0,8.0,31.0,5.0,7.0,23.0,14.0,29.0,,27.0,19.4,1004.0,9.0,Ssw,1.7,36.0,Good
4399.0,2013.0,8.0,31.0,6.0,14.0,28.0,31.0,34.0,500.0,23.0,127.27654148446612,1004.5,9.3,N,0.8,42.0,Good
4400.0,2013.0,8.0,31.0,7.0,17.0,39.0,42.0,36.0,600.0,22.0,22.3,1004.6,10.4,Ene,1.9,52.0,Satisfactory
4401.0,2013.0,8.0,31.0,8.0,-86.80151781696924,46.0,,29.0,600.0,27.0,24.3,1004.7,10.2,sse,1.3,62.0,Satisfactory
4402.0,2013.0,8.0,31.0,9.0,13.0,34.0,43.0,,600.0,34.0,26.2,1004.6,10.8,Se,1.4,54.0,Satisfactory
4403.0,2013.0,8.0,31.0,10.0,,,36.0,19.0,500.0,40.0,27.3,1004.0,10.1,Se,0.9,45.0,Good
4404.0,2013.0,8.0,8.0,11.0,13.0,,21.0,17.0,400.0,51.0,28.4,1003.2,10.6,sw,2.1,51.0,Satisfactory
4405.0,2013.0,8.0,31.0,12.0,3.0,14.0,15.0,11.0,400.0,,29.9,1002.8,8.9,SsW,1.9,62.0,Satisfactory
4406.0,2013.0,8.0,31.0,13.0,8.0,8.0,12.0,10.0,300.0,71.0,30.5,1002.0,8.8,NE,1.2,71.0,Satisfactory
4407.0,2013.0,8.0,31.0,14.0,11.0,8.0,7.0,6.0,300.0,82.0,31.1,1001.5,8.1,SSE,0.7,82.0,Satisfactory
4408.0,2013.0,8.0,31.0,15.0,8.0,,6.0,7.0,,86.0,30.4,1001.2,10.9,nne,2.2,86.0,Satisfactory
4409.0,2013.0,7.0,31.0,16.0,10.0,26.0,7.0,13.0,300.0,87.0,,1001.4,12.1,EsE,3.1,87.0,Satisfactory
4410.0,2013.0,8.0,31.0,17.0,8.0,49.0,,11.0,,,127.27654148446612,,139.72168341311215,ESE,1.5,117.0,Moderate
,2013.0,8.0,31.0,18.0,,50.0,,,400.0,,25.0,1001.9,11.5,N,0.8,119.0,Moderate
4412.0,2013.0,8.0,31.0,19.0,11.0,927.1583997670172,6.0,15.0,400.0,85.0,23.3,1002.4,13.2,EnE,1.7,85.0,Satisfactory
4413.0,2013.0,8.0,31.0,20.0,13.0,28.0,8.0,15.0,400.0,64.0,21.6,1002.8,12.7,W,0.6,64.0,Satisfactory
4414.0,2013.0,8.0,31.0,21.0,14.0,26.0,7.0,14.0,400.0,56.0,20.9,1003.4,13.8,EnE,14.95458546289305,56.0,Satisfactory
4415.0,2013.0,8.0,31.0,22.0,10.0,27.0,6.0,19.0,,52.0,20.9,1003.9,13.8,E,0.0,52.0,Satisfactory
4416.0,2013.0,8.0,31.0,23.0,17.0,32.0,,26.0,400.0,41.0,21.7,1004.7,15.3,wsw,2.1,41.0,Good
4417.0,2013.0,9.0,1.0,0.0,21.0,73.0,8.0,27.0,600.0,46.0,20.3,1005.0,14.4,SSE,14.95458546289305,73.0,Satisfactory
4418.0,2013.0,9.0,1.0,1.0,39.0,105.0,19.0,30.0,1300.0,45.0,19.4,1004.7,,ne,0.7,104.0,Moderate
4419.0,2016.0,9.0,1.0,2.0,34.0,54.0,13.0,23.0,,43.0,17.7,1004.9,15.5,Nw,0.0,56.0,Satisfactory
4420.0,2013.0,9.0,1.0,3.0,30.0,,13.0,41.0,,,17.2,1004.8,15.4,N,0.9,61.0,Satisfactory
4421.0,2013.0,9.0,1.0,4.0,30.0,53.0,,29.0,1000.0,24.0,16.7,1005.0,,n,0.7,53.0,Satisfactory
,2013.0,9.0,1.0,5.0,32.0,46.0,6.0,18.0,1000.0,27.0,16.6,1005.6,15.3,WnW,0.9,53.0,Satisfactory
4423.0,2013.0,9.0,1.0,6.0,32.0,44.0,4.0,21.0,1000.0,23.0,17.4,1005.7,15.9,W,0.4,53.0,Satisfactory
4424.0,2013.0,9.0,1.0,7.0,34.0,50.0,7.0,22.0,1000.0,22.0,20.5,1005.8,15.7,Wsw,0.5,56.0,Satisfactory
4425.0,2016.0,9.0,1.0,8.0,31.0,39.0,8.0,23.0,900.0,28.0,22.6,,15.7,sw,1.0,51.0,Satisfactory
4426.0,2013.0,9.0,1.0,9.0,27.0,47.0,9.0,40.0,700.0,,24.6,1005.5,16.3,wnw,1.6,50.0,Good
4427.0,2013.0,9.0,8.0,10.0,28.0,57.0,14.0,29.0,12165.106651990933,40.0,25.5,1005.3,17.7,Sw,2.3,57.0,Satisfactory
4428.0,2013.0,9.0,1.0,7.0,31.0,91.0,,14.0,800.0,82.0,26.5,1004.6,18.1,SW,1.3,91.0,Satisfactory
4429.0,2013.0,9.0,1.0,12.0,40.0,79.0,17.0,8.0,900.0,114.0,27.4,1004.1,18.9,nw,2.5,120.0,Moderate
4430.0,2013.0,9.0,1.0,13.0,33.0,53.0,14.0,11.0,700.0,131.0,28.5,1003.3,17.4,ENE,3.4,145.0,Moderate
,2013.0,9.0,1.0,14.0,,38.0,,9.0,,145.0,28.5,1002.8,16.4,Wsw,,166.0,Moderate
4432.0,2013.0,9.0,1.0,15.0,22.0,29.0,14.0,8.0,500.0,157.0,28.8,1002.5,16.7,wnw,1.9,184.0,Moderate
4433.0,2013.0,9.0,1.0,16.0,30.0,52.0,11.0,,500.0,175.0,27.7,1002.8,16.0,N,1.0,216.0,Poor
4434.0,2013.0,9.0,1.0,17.0,,31.0,,7.0,400.0,143.0,26.8,1003.1,17.6,NnE,1.2,163.0,Moderate
4435.0,2013.0,9.0,1.0,18.0,795.6315748313708,57.0,7.0,18.0,500.0,105.0,24.8,1003.6,21.3,nne,0.2,107.0,Moderate
4436.0,2016.0,9.0,1.0,19.0,25.0,76.0,7.0,26.0,,81.0,21.7,1005.0,20.9,Wsw,0.7,81.0,Satisfactory
4437.0,2013.0,9.0,1.0,20.0,26.0,69.0,1.0,28.0,700.0,46.0,20.8,1005.8,18.7,Sw,0.9,69.0,Satisfactory
4438.0,2013.0,9.0,1.0,21.0,30.0,45.0,1.0,44.0,600.0,34.0,127.27654148446612,1006.2,16.8,NnE,1.6,55.0,Satisfactory
4439.0,2013.0,9.0,1.0,7.0,35.0,,2.0,41.0,,31.0,19.6,1006.5,16.4,Se,0.9,58.0,Satisfactory
4440.0,2013.0,9.0,1.0,23.0,23.0,42.0,1.0,14.0,500.0,46.0,19.7,1006.1,15.6,N,0.4,46.0,Good
4441.0,2013.0,9.0,2.0,0.0,21.0,10.0,,4.0,400.0,56.0,18.6,1005.7,,E,0.8,56.0,Satisfactory
4442.0,2013.0,9.0,2.0,1.0,795.6315748313708,,1.0,29.0,400.0,,18.5,1006.0,,Nne,14.95458546289305,36.0,Good
4443.0,2013.0,9.0,2.0,2.0,,28.0,1.0,31.0,,40.0,18.8,1006.5,15.3,e,0.8,47.0,Good
4444.0,2013.0,9.0,2.0,3.0,26.0,43.0,1.0,15.0,,,,1006.8,15.3,WSW,0.8,43.0,Good
4445.0,2013.0,9.0,8.0,7.0,29.0,40.0,1.0,15.0,500.0,31.0,17.4,1007.2,15.2,nnw,1.1,48.0,Good
,2013.0,9.0,2.0,5.0,38.0,53.0,1.0,67.0,600.0,10.0,17.3,1007.7,14.8,ESE,0.7,84.0,Satisfactory
4447.0,2013.0,9.0,2.0,6.0,45.0,60.0,1.0,66.0,800.0,7.0,17.8,1008.2,15.1,E,0.7,82.0,Satisfactory
4448.0,2016.0,9.0,2.0,7.0,31.0,35.0,1.0,21.0,500.0,36.0,20.1,1008.5,15.1,SW,0.4,51.0,Satisfactory
,2013.0,9.0,2.0,8.0,37.0,55.0,6.0,,700.0,,,1008.8,15.4,E,0.9,61.0,Satisfactory
,2013.0,9.0,2.0,9.0,39.0,45.0,7.0,,700.0,38.0,23.7,1008.6,16.0,Sw,1.3,65.0,Satisfactory
4451.0,2013.0,9.0,2.0,10.0,30.0,51.0,10.0,34.0,600.0,66.0,24.9,1008.1,15.0,EsE,1.9,66.0,Satisfactory
4452.0,2013.0,9.0,2.0,11.0,41.0,57.0,,27.0,800.0,-69.59401846428396,25.5,1007.3,15.8,NW,1.6,94.0,Satisfactory
4453.0,2013.0,9.0,8.0,12.0,53.0,,23.0,21.0,1000.0,130.0,26.5,1006.7,15.8,NW,1.2,144.0,Moderate
4454.0,2016.0,9.0,2.0,13.0,56.0,79.0,23.0,17.0,1000.0,151.0,27.5,1005.9,16.1,w,2.3,175.0,Moderate
4455.0,2013.0,9.0,2.0,14.0,53.0,,17.0,14.0,900.0,175.0,27.6,1005.2,15.6,SsW,2.1,216.0,Poor
,2013.0,9.0,2.0,15.0,51.0,67.0,12.0,339.3900335658202,800.0,184.0,27.8,1005.0,14.8,Ese,14.95458546289305,239.0,Poor
4457.0,2013.0,9.0,2.0,16.0,51.0,67.0,12.0,14.0,,188.0,27.4,1004.9,14.8,W,,249.0,Poor
4458.0,2013.0,9.0,2.0,17.0,43.0,56.0,9.0,15.0,,203.0,,1004.9,15.1,Nw,1.1,287.0,Poor
4459.0,2013.0,9.0,2.0,18.0,50.0,77.0,225.2858820025741,23.0,800.0,200.0,25.8,1005.2,15.8,NNW,2.7,280.0,Poor
4460.0,2013.0,9.0,2.0,19.0,50.0,927.1583997670172,10.0,23.0,1000.0,170.0,24.2,1006.4,16.2,nne,0.8,204.0,Poor
4461.0,2013.0,9.0,2.0,20.0,66.0,117.0,225.2858820025741,43.0,1100.0,-69.59401846428396,21.8,1007.0,16.5,nne,14.95458546289305,151.0,Moderate
4462.0,2013.0,9.0,2.0,21.0,71.0,106.0,7.0,,1200.0,117.0,21.5,1007.4,16.0,W,0.8,135.0,Moderate
4463.0,2013.0,9.0,2.0,22.0,63.0,75.0,4.0,,1000.0,,21.3,1007.5,16.0,ene,1.1,113.0,Moderate
4464.0,2013.0,9.0,2.0,23.0,56.0,-112.54314882272872,1.0,17.0,900.0,106.0,20.3,1007.7,16.1,NnE,1.6,108.0,Moderate
4465.0,2013.0,9.0,3.0,0.0,59.0,65.0,3.0,13.0,900.0,110.0,127.27654148446612,1007.7,16.2,wnw,1.4,114.0,Moderate
4466.0,2013.0,9.0,3.0,1.0,64.0,67.0,1.0,12.0,1000.0,104.0,18.9,1007.5,16.3,WsW,14.95458546289305,111.0,Moderate
4467.0,2013.0,9.0,3.0,2.0,59.0,66.0,1.0,15.0,1100.0,86.0,18.4,1007.4,16.2,ENE,0.5,98.0,Satisfactory
4468.0,2013.0,9.0,3.0,3.0,67.0,71.0,1.0,20.0,1100.0,69.0,18.5,1007.4,16.1,Nnw,0.4,121.0,Moderate
4469.0,2013.0,9.0,3.0,4.0,86.0,93.0,1.0,32.0,1200.0,51.0,18.6,1007.8,16.4,Nw,0.0,186.0,Moderate
4470.0,2013.0,7.0,3.0,5.0,87.0,93.0,1.0,18.0,1200.0,59.0,18.5,1008.4,16.5,Nnw,1.6,190.0,Moderate
4471.0,2013.0,9.0,3.0,6.0,81.0,85.0,1.0,,1200.0,43.0,127.27654148446612,1008.7,16.8,sse,0.9,169.0,Moderate
,2013.0,7.0,3.0,7.0,100.0,101.0,1.0,53.0,1300.0,15.0,21.5,1008.8,,W,0.4,232.0,Poor
4473.0,2013.0,9.0,3.0,8.0,93.0,,2.0,41.0,1300.0,34.0,,1008.9,17.1,W,1.0,208.0,Poor
4474.0,2013.0,9.0,3.0,9.0,111.0,122.0,10.0,46.0,1300.0,55.0,23.6,1009.1,18.0,W,1.5,269.0,Poor
4475.0,2013.0,9.0,3.0,10.0,123.0,156.0,7.0,81.0,1500.0,27.0,25.6,1008.6,18.3,WSW,1.9,303.0,Very Poor
,2013.0,9.0,3.0,11.0,134.0,,14.0,71.0,1400.0,78.0,26.8,1007.9,18.6,ESE,1.3,311.0,Very Poor
4477.0,2013.0,9.0,3.0,12.0,,,14.0,40.0,1200.0,143.0,26.8,1007.0,16.7,SSW,0.8,280.0,Poor
4478.0,2013.0,9.0,3.0,13.0,92.0,98.0,10.0,-50.54154295060326,1100.0,207.0,27.8,1006.3,15.1,WSW,2.3,297.0,Poor
4479.0,2013.0,9.0,3.0,14.0,78.0,98.0,8.0,8.0,1000.0,210.0,27.9,1005.4,14.9,Wsw,0.8,301.0,Very Poor
4480.0,2013.0,9.0,3.0,15.0,62.0,74.0,6.0,9.0,900.0,214.0,27.7,1004.9,16.0,E,14.95458546289305,302.0,Very Poor
4481.0,2013.0,9.0,3.0,16.0,68.0,927.1583997670172,1.0,11.0,,221.0,27.7,,16.6,WsW,2.3,303.0,Very Poor
4482.0,2013.0,9.0,3.0,17.0,67.0,95.0,1.0,,900.0,222.0,26.9,1005.5,17.1,Nne,2.6,303.0,Very Poor
4483.0,2013.0,9.0,3.0,18.0,78.0,112.0,1.0,23.0,900.0,226.0,26.1,1005.8,18.2,Nw,2.1,304.0,Very Poor
4484.0,2013.0,9.0,3.0,19.0,90.0,145.0,3.0,,,195.0,25.5,1006.7,18.4,se,1.4,267.0,Poor
4485.0,2013.0,9.0,3.0,20.0,120.0,,3.0,42.0,1300.0,157.0,25.1,,18.3,E,1.5,300.0,Poor
4486.0,2013.0,9.0,3.0,21.0,120.0,157.0,8.0,-50.54154295060326,1200.0,126.0,24.6,1007.3,18.1,w,2.0,300.0,Poor
4487.0,2013.0,9.0,3.0,22.0,114.0,145.0,7.0,42.0,1200.0,,23.0,1007.6,18.5,NNW,1.1,280.0,Poor
4488.0,2013.0,9.0,3.0,23.0,107.0,,4.0,26.0,1100.0,118.0,20.9,1007.7,19.6,s,0.9,256.0,Poor
4489.0,2013.0,9.0,4.0,0.0,98.0,,1.0,339.3900335658202,1000.0,112.0,20.7,1007.6,19.5,Wsw,1.1,225.0,Poor
4490.0,2013.0,9.0,4.0,1.0,,84.0,1.0,14.0,900.0,91.0,20.3,1007.6,18.8,s,1.3,162.0,Moderate
4491.0,2013.0,9.0,4.0,2.0,99.0,,1.0,9.0,1000.0,93.0,17.3,1007.9,16.7,SSE,1.4,228.0,Poor
4492.0,2013.0,9.0,4.0,3.0,59.0,59.0,1.0,17.0,700.0,95.0,17.6,1007.3,17.1,Wsw,2.1,98.0,Satisfactory
4493.0,2016.0,7.0,4.0,4.0,27.0,,1.0,10.0,600.0,105.0,,1007.8,17.4,SsE,0.7,107.0,Moderate
4494.0,2013.0,9.0,8.0,5.0,19.0,25.0,,15.0,600.0,80.0,17.9,1008.4,17.4,WNW,1.2,80.0,Satisfactory
4495.0,2013.0,9.0,4.0,6.0,35.0,25.0,1.0,40.0,700.0,49.0,18.1,1007.9,17.6,NNE,1.7,58.0,Satisfactory
4496.0,2013.0,9.0,4.0,7.0,45.0,26.0,1.0,36.0,,,127.27654148446612,1007.9,17.7,S,0.8,75.0,Satisfactory
4497.0,2013.0,9.0,4.0,8.0,47.0,28.0,1.0,24.0,800.0,64.0,19.3,1008.4,18.1,Ene,1.1,78.0,Satisfactory
4498.0,2013.0,9.0,4.0,9.0,50.0,54.0,1.0,32.0,900.0,26.0,19.5,1008.2,18.5,S,0.7,83.0,Satisfactory
4499.0,2013.0,9.0,4.0,10.0,50.0,54.0,1.0,339.3900335658202,1000.0,30.0,19.9,1008.4,18.7,wnw,1.4,83.0,Satisfactory
4500.0,2013.0,9.0,4.0,11.0,60.0,45.0,1.0,47.0,-1392.0460264630833,27.0,20.5,1007.8,18.1,Se,1.3,100.0,Satisfactory
4501.0,2013.0,9.0,4.0,12.0,,43.0,1.0,44.0,-1392.0460264630833,,21.0,1007.5,18.2,nne,0.9,100.0,Satisfactory
4502.0,2013.0,9.0,4.0,13.0,56.0,28.0,1.0,34.0,900.0,65.0,21.5,1006.6,17.5,sw,0.2,93.0,Satisfactory
4503.0,2013.0,9.0,4.0,14.0,54.0,21.0,-19.479077724030905,24.0,900.0,90.0,23.1,1006.0,,Nw,1.1,90.0,Satisfactory
4504.0,2013.0,9.0,4.0,15.0,44.0,8.0,,20.0,,116.0,22.4,1005.9,18.2,Nnw,1.8,123.0,Moderate
4505.0,2013.0,9.0,4.0,16.0,47.0,51.0,,21.0,800.0,114.0,22.1,1005.9,,WsW,1.5,120.0,Moderate
4506.0,2013.0,9.0,4.0,17.0,,59.0,,29.0,900.0,100.0,21.6,1006.1,139.72168341311215,N,1.8,100.0,Satisfactory
4507.0,2013.0,9.0,4.0,18.0,73.0,59.0,,34.0,,89.0,21.3,1006.4,18.3,nw,0.9,142.0,Moderate
4508.0,2013.0,9.0,4.0,7.0,71.0,60.0,,32.0,1000.0,80.0,20.7,1006.8,18.6,NNE,0.9,135.0,Moderate
4509.0,2013.0,9.0,4.0,20.0,63.0,66.0,,26.0,1000.0,66.0,19.8,1007.2,19.0,E,14.95458546289305,108.0,Moderate
4510.0,2013.0,9.0,4.0,21.0,86.0,66.0,,40.0,1100.0,43.0,18.3,1007.2,17.5,e,0.8,186.0,Moderate
4511.0,2013.0,9.0,4.0,22.0,38.0,-112.54314882272872,,17.0,700.0,74.0,17.7,1007.0,16.6,SE,2.0,74.0,Satisfactory
4512.0,2013.0,9.0,4.0,23.0,12.0,12.0,,10.0,500.0,81.0,17.5,1006.6,16.7,WSW,0.2,81.0,Satisfactory
4513.0,2013.0,9.0,5.0,0.0,3.0,6.0,,13.0,400.0,80.0,,1006.5,17.1,wsw,0.9,80.0,Satisfactory
4514.0,2013.0,9.0,5.0,1.0,3.0,6.0,,17.0,400.0,65.0,17.9,1006.3,16.8,Nnw,0.5,65.0,Satisfactory
4515.0,2013.0,9.0,5.0,2.0,,8.0,,38.0,500.0,32.0,17.6,1006.1,,e,1.0,48.0,Good
4516.0,2013.0,9.0,5.0,3.0,10.0,8.0,,12.0,,62.0,127.27654148446612,1005.7,15.6,SW,0.0,62.0,Satisfactory
4517.0,2013.0,9.0,5.0,4.0,3.0,6.0,,9.0,,54.0,,1005.7,15.0,w,1.3,54.0,Satisfactory
4518.0,2013.0,9.0,5.0,7.0,8.0,6.0,,7.0,300.0,55.0,17.7,1005.9,14.6,WNW,0.8,55.0,Satisfactory
,2013.0,7.0,5.0,6.0,3.0,6.0,,3.0,300.0,47.0,17.6,1005.9,14.5,SsW,0.7,47.0,Good
,2013.0,9.0,5.0,7.0,8.0,30.0,,11.0,-1392.0460264630833,,20.6,1006.0,15.2,W,0.7,30.0,Good
4521.0,2013.0,9.0,5.0,8.0,14.0,30.0,,22.0,400.0,36.0,22.2,1005.8,15.3,Se,0.7,36.0,Good
4522.0,2013.0,9.0,5.0,9.0,,6.0,1.0,17.0,300.0,50.0,23.9,1005.8,14.3,W,1.2,50.0,Good
4523.0,2013.0,9.0,5.0,10.0,3.0,8.0,1.0,11.0,300.0,63.0,25.0,1005.2,,s,1.3,63.0,Satisfactory
4524.0,2013.0,9.0,5.0,11.0,,927.1583997670172,,9.0,-1392.0460264630833,68.0,26.0,1004.7,14.5,ese,2.5,68.0,Satisfactory
4525.0,2013.0,9.0,5.0,12.0,3.0,8.0,7.0,12.0,400.0,74.0,26.2,1004.1,13.7,WNW,0.0,74.0,Satisfactory
4526.0,2013.0,9.0,5.0,13.0,795.6315748313708,17.0,8.0,16.0,400.0,81.0,26.3,1003.6,13.4,Nw,1.2,81.0,Satisfactory
4527.0,2013.0,9.0,5.0,14.0,11.0,17.0,,16.0,400.0,92.0,26.2,1003.5,13.7,NNW,1.4,92.0,Satisfactory
4528.0,2013.0,9.0,5.0,15.0,20.0,25.0,,17.0,400.0,97.0,,1003.3,14.7,NnE,2.6,97.0,Satisfactory
4529.0,2013.0,9.0,5.0,16.0,795.6315748313708,37.0,3.0,17.0,400.0,112.0,25.6,1003.4,15.0,sse,3.3,117.0,Moderate
4530.0,2013.0,9.0,5.0,17.0,14.0,23.0,3.0,17.0,12165.106651990933,112.0,24.7,1003.8,15.3,NNE,2.0,117.0,Moderate
4531.0,2013.0,9.0,5.0,18.0,11.0,29.0,1.0,,,96.0,22.7,1004.8,17.4,Sw,3.7,96.0,Satisfactory
4532.0,2013.0,9.0,8.0,7.0,27.0,74.0,3.0,29.0,,93.0,21.1,1006.2,17.1,sse,2.5,93.0,Satisfactory
4533.0,2013.0,9.0,5.0,20.0,40.0,57.0,,30.0,1200.0,79.0,19.9,1007.0,16.1,NNW,,79.0,Satisfactory
4534.0,2013.0,9.0,5.0,21.0,34.0,35.0,7.0,36.0,1400.0,50.0,19.6,1007.5,16.1,SSW,2.3,67.0,Satisfactory
,2013.0,9.0,5.0,22.0,,36.0,7.0,34.0,1300.0,44.0,19.3,1007.6,16.0,N,0.5,62.0,Satisfactory
4536.0,2013.0,9.0,5.0,23.0,34.0,45.0,,35.0,1400.0,36.0,19.2,1007.7,15.9,se,2.2,67.0,Satisfactory
